,x_name,y_name,protein_uniprot
3241184,PTK2,pediatric hepatocellular carcinoma,P47116
3241185,PTK2,adenocarcinoma of liver and intrahepatic biliary tract,P47116
3241186,PTK2,undifferentiated carcinoma of liver and intrahepatic biliary tract,P47116
3241187,PTK2,squamous cell carcinoma of liver and intrahepatic biliary tract,P47116
3241188,PYGL,hepatocellular carcinoma,Q6P1L4
3241189,PYGL,liver cancer,Q6P1L4
3241190,PYGL,fibrolamellar hepatocellular carcinoma,Q6P1L4
3241191,PYGL,pediatric hepatocellular carcinoma,Q6P1L4
3241192,PYGL,adenocarcinoma of liver and intrahepatic biliary tract,Q6P1L4
3241193,PYGL,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q6P1L4
3241194,PYGL,squamous cell carcinoma of liver and intrahepatic biliary tract,Q6P1L4
3241195,PZP,hepatocellular carcinoma,L8EC98
3241196,PZP,liver cancer,L8EC98
3241197,PZP,fibrolamellar hepatocellular carcinoma,L8EC98
3241198,PZP,pediatric hepatocellular carcinoma,L8EC98
3241199,PZP,adenocarcinoma of liver and intrahepatic biliary tract,L8EC98
3241200,PZP,undifferentiated carcinoma of liver and intrahepatic biliary tract,L8EC98
3241201,PZP,squamous cell carcinoma of liver and intrahepatic biliary tract,L8EC98
3241202,RAC1,hepatocellular carcinoma,W0UV93
3241203,RAC1,liver cancer,W0UV93
3241204,RAC1,fibrolamellar hepatocellular carcinoma,W0UV93
3241205,RAC1,pediatric hepatocellular carcinoma,W0UV93
3241206,RAC1,adenocarcinoma of liver and intrahepatic biliary tract,W0UV93
3241207,RAC1,undifferentiated carcinoma of liver and intrahepatic biliary tract,W0UV93
3241208,RAC1,squamous cell carcinoma of liver and intrahepatic biliary tract,W0UV93
3241209,RARA,hepatocellular carcinoma,Q15997
3241210,RARA,liver cancer,Q15997
3241211,RARA,fibrolamellar hepatocellular carcinoma,Q15997
3241212,RARA,pediatric hepatocellular carcinoma,Q15997
3241213,RARA,adenocarcinoma of liver and intrahepatic biliary tract,Q15997
3241214,RARA,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q15997
3241215,RARA,squamous cell carcinoma of liver and intrahepatic biliary tract,Q15997
3241216,RB1,hepatocellular carcinoma,Q6LE81
3241217,RB1,liver cancer,Q6LE81
3241218,RB1,fibrolamellar hepatocellular carcinoma,Q6LE81
3241219,RB1,pediatric hepatocellular carcinoma,Q6LE81
3241220,RB1,adenocarcinoma of liver and intrahepatic biliary tract,Q6LE81
3241221,RB1,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q6LE81
3241222,RB1,squamous cell carcinoma of liver and intrahepatic biliary tract,Q6LE81
3241223,ROBO1,hepatocellular carcinoma,A0A087WTM1
3241224,ROBO1,liver cancer,A0A087WTM1
3241225,ROBO1,fibrolamellar hepatocellular carcinoma,A0A087WTM1
3241226,ROBO1,pediatric hepatocellular carcinoma,A0A087WTM1
3241227,ROBO1,adenocarcinoma of liver and intrahepatic biliary tract,A0A087WTM1
3241228,ROBO1,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A087WTM1
3241229,ROBO1,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A087WTM1
3241230,RPS6,hepatocellular carcinoma,A2A3R7
3241231,RPS6,liver cancer,A2A3R7
3241232,RPS6,fibrolamellar hepatocellular carcinoma,A2A3R7
3241233,RPS6,pediatric hepatocellular carcinoma,A2A3R7
3241234,RPS6,adenocarcinoma of liver and intrahepatic biliary tract,A2A3R7
3241235,RPS6,undifferentiated carcinoma of liver and intrahepatic biliary tract,A2A3R7
3241236,RPS6,squamous cell carcinoma of liver and intrahepatic biliary tract,A2A3R7
3241237,RPS6KA3,hepatocellular carcinoma,A0A2R8YGB7
3241238,RPS6KA3,liver cancer,A0A2R8YGB7
3241239,RPS6KA3,fibrolamellar hepatocellular carcinoma,A0A2R8YGB7
3241240,RPS6KA3,pediatric hepatocellular carcinoma,A0A2R8YGB7
3241241,RPS6KA3,adenocarcinoma of liver and intrahepatic biliary tract,A0A2R8YGB7
3241242,RPS6KA3,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A2R8YGB7
3241243,RPS6KA3,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A2R8YGB7
3241244,RRM1,hepatocellular carcinoma,E9PL69
3241245,RRM1,liver cancer,E9PL69
3241246,RRM1,fibrolamellar hepatocellular carcinoma,E9PL69
3241247,RRM1,pediatric hepatocellular carcinoma,E9PL69
3241248,RRM1,adenocarcinoma of liver and intrahepatic biliary tract,E9PL69
3241249,RRM1,undifferentiated carcinoma of liver and intrahepatic biliary tract,E9PL69
3241250,RRM1,squamous cell carcinoma of liver and intrahepatic biliary tract,E9PL69
3241251,RRM2,hepatocellular carcinoma,A0A2R8Y837
3241252,RRM2,liver cancer,A0A2R8Y837
3241253,RRM2,fibrolamellar hepatocellular carcinoma,A0A2R8Y837
3241254,RRM2,pediatric hepatocellular carcinoma,A0A2R8Y837
3241255,RRM2,adenocarcinoma of liver and intrahepatic biliary tract,A0A2R8Y837
3241256,RRM2,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A2R8Y837
3241257,RRM2,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A2R8Y837
3241258,SCD,hepatocellular carcinoma,O00767
3241259,SCD,liver cancer,O00767
3241260,SCD,fibrolamellar hepatocellular carcinoma,O00767
3241261,SCD,pediatric hepatocellular carcinoma,O00767
3241262,SCD,adenocarcinoma of liver and intrahepatic biliary tract,O00767
3241263,SCD,undifferentiated carcinoma of liver and intrahepatic biliary tract,O00767
3241264,SCD,squamous cell carcinoma of liver and intrahepatic biliary tract,O00767
3241265,CCL3,hepatocellular carcinoma,A0N0R1
3241266,CCL3,liver cancer,A0N0R1
3241267,CCL3,fibrolamellar hepatocellular carcinoma,A0N0R1
3241268,CCL3,pediatric hepatocellular carcinoma,A0N0R1
3241269,CCL3,adenocarcinoma of liver and intrahepatic biliary tract,A0N0R1
3241270,CCL3,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0N0R1
3241271,CCL3,squamous cell carcinoma of liver and intrahepatic biliary tract,A0N0R1
3241272,CCL14,hepatocellular carcinoma,A0A087X089
3241273,CCL14,liver cancer,A0A087X089
3241274,CCL14,fibrolamellar hepatocellular carcinoma,A0A087X089
3241275,CCL14,pediatric hepatocellular carcinoma,A0A087X089
3241276,CCL14,adenocarcinoma of liver and intrahepatic biliary tract,A0A087X089
3241277,CCL14,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A087X089
3241278,CCL14,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A087X089
3241279,CXCL12,hepatocellular carcinoma,A0A024R7W4
3241280,CXCL12,liver cancer,A0A024R7W4
3241281,CXCL12,fibrolamellar hepatocellular carcinoma,A0A024R7W4
3241282,CXCL12,pediatric hepatocellular carcinoma,A0A024R7W4
3241283,CXCL12,adenocarcinoma of liver and intrahepatic biliary tract,A0A024R7W4
3241284,CXCL12,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A024R7W4
3241285,CXCL12,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A024R7W4
3241286,SFRP1,hepatocellular carcinoma,Q05DS5
3241287,SFRP1,liver cancer,Q05DS5
3241288,SFRP1,fibrolamellar hepatocellular carcinoma,Q05DS5
3241289,SFRP1,pediatric hepatocellular carcinoma,Q05DS5
3241290,SFRP1,adenocarcinoma of liver and intrahepatic biliary tract,Q05DS5
3241291,SFRP1,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q05DS5
3241292,SFRP1,squamous cell carcinoma of liver and intrahepatic biliary tract,Q05DS5
3241293,SHH,hepatocellular carcinoma,C9JC48
3241294,SHH,liver cancer,C9JC48
3241295,SHH,fibrolamellar hepatocellular carcinoma,C9JC48
3241296,SHH,pediatric hepatocellular carcinoma,C9JC48
3241297,SHH,adenocarcinoma of liver and intrahepatic biliary tract,C9JC48
3241298,SHH,undifferentiated carcinoma of liver and intrahepatic biliary tract,C9JC48
3241299,SHH,squamous cell carcinoma of liver and intrahepatic biliary tract,C9JC48
3241300,SKP2,hepatocellular carcinoma,P42843
3241301,SKP2,liver cancer,P42843
3241302,SKP2,fibrolamellar hepatocellular carcinoma,P42843
3241303,SKP2,pediatric hepatocellular carcinoma,P42843
3241304,SKP2,adenocarcinoma of liver and intrahepatic biliary tract,P42843
3241305,SKP2,undifferentiated carcinoma of liver and intrahepatic biliary tract,P42843
3241306,SKP2,squamous cell carcinoma of liver and intrahepatic biliary tract,P42843
3241307,SLC2A1,hepatocellular carcinoma,A0A6Q8PFI8
3241308,SLC2A1,liver cancer,A0A6Q8PFI8
3241309,SLC2A1,fibrolamellar hepatocellular carcinoma,A0A6Q8PFI8
3241310,SLC2A1,pediatric hepatocellular carcinoma,A0A6Q8PFI8
3241311,SLC2A1,adenocarcinoma of liver and intrahepatic biliary tract,A0A6Q8PFI8
3241312,SLC2A1,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A6Q8PFI8
3241313,SLC2A1,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A6Q8PFI8
3241314,SLC2A2,hepatocellular carcinoma,F8WBJ2
3241315,SLC2A2,liver cancer,F8WBJ2
3241316,SLC2A2,fibrolamellar hepatocellular carcinoma,F8WBJ2
3241317,SLC2A2,pediatric hepatocellular carcinoma,F8WBJ2
3241318,SLC2A2,adenocarcinoma of liver and intrahepatic biliary tract,F8WBJ2
3241319,SLC2A2,undifferentiated carcinoma of liver and intrahepatic biliary tract,F8WBJ2
3241320,SLC2A2,squamous cell carcinoma of liver and intrahepatic biliary tract,F8WBJ2
3241321,SLC5A5,hepatocellular carcinoma,A0A5P9KGQ3
3241322,SLC5A5,liver cancer,A0A5P9KGQ3
3241323,SLC5A5,fibrolamellar hepatocellular carcinoma,A0A5P9KGQ3
3241324,SLC5A5,pediatric hepatocellular carcinoma,A0A5P9KGQ3
3241325,SLC5A5,adenocarcinoma of liver and intrahepatic biliary tract,A0A5P9KGQ3
3241326,SLC5A5,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A5P9KGQ3
3241327,SLC5A5,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A5P9KGQ3
3241328,SLC22A1,hepatocellular carcinoma,F5H5P3
3241329,SLC22A1,liver cancer,F5H5P3
3241330,SLC22A1,fibrolamellar hepatocellular carcinoma,F5H5P3
3241331,SLC22A1,pediatric hepatocellular carcinoma,F5H5P3
3241332,SLC22A1,adenocarcinoma of liver and intrahepatic biliary tract,F5H5P3
3241333,SLC22A1,undifferentiated carcinoma of liver and intrahepatic biliary tract,F5H5P3
3241334,SLC22A1,squamous cell carcinoma of liver and intrahepatic biliary tract,F5H5P3
3241335,SOD2,hepatocellular carcinoma,P00447
3241336,SOD2,liver cancer,P00447
3241337,SOD2,fibrolamellar hepatocellular carcinoma,P00447
3241338,SOD2,pediatric hepatocellular carcinoma,P00447
3241339,SOD2,adenocarcinoma of liver and intrahepatic biliary tract,P00447
3241340,SOD2,undifferentiated carcinoma of liver and intrahepatic biliary tract,P00447
3241341,SOD2,squamous cell carcinoma of liver and intrahepatic biliary tract,P00447
3241342,SREBF1,hepatocellular carcinoma,F6V242
3241343,SREBF1,liver cancer,F6V242
3241344,SREBF1,fibrolamellar hepatocellular carcinoma,F6V242
3241345,SREBF1,pediatric hepatocellular carcinoma,F6V242
3241346,SREBF1,adenocarcinoma of liver and intrahepatic biliary tract,F6V242
3241347,SREBF1,undifferentiated carcinoma of liver and intrahepatic biliary tract,F6V242
3241348,SREBF1,squamous cell carcinoma of liver and intrahepatic biliary tract,F6V242
3241349,SREBF2,hepatocellular carcinoma,A0A087X1T2
3241350,SREBF2,liver cancer,A0A087X1T2
3241351,SREBF2,fibrolamellar hepatocellular carcinoma,A0A087X1T2
3241352,SREBF2,pediatric hepatocellular carcinoma,A0A087X1T2
3241353,SREBF2,adenocarcinoma of liver and intrahepatic biliary tract,A0A087X1T2
3241354,SREBF2,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A087X1T2
3241355,SREBF2,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A087X1T2
3241356,SSX1,hepatocellular carcinoma,Q16384
3241357,SSX1,liver cancer,Q16384
3241358,SSX1,fibrolamellar hepatocellular carcinoma,Q16384
3241359,SSX1,pediatric hepatocellular carcinoma,Q16384
3241360,SSX1,adenocarcinoma of liver and intrahepatic biliary tract,Q16384
3241361,SSX1,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q16384
3241362,SSX1,squamous cell carcinoma of liver and intrahepatic biliary tract,Q16384
3241363,STAT1,hepatocellular carcinoma,Q9UK44
3241364,STAT1,liver cancer,Q9UK44
3241365,STAT1,fibrolamellar hepatocellular carcinoma,Q9UK44
3241366,STAT1,pediatric hepatocellular carcinoma,Q9UK44
3241367,STAT1,adenocarcinoma of liver and intrahepatic biliary tract,Q9UK44
3241368,STAT1,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q9UK44
3241369,STAT1,squamous cell carcinoma of liver and intrahepatic biliary tract,Q9UK44
3241370,STAT4,hepatocellular carcinoma,A0A291B130
3241371,STAT4,liver cancer,A0A291B130
3241372,STAT4,fibrolamellar hepatocellular carcinoma,A0A291B130
3241373,STAT4,pediatric hepatocellular carcinoma,A0A291B130
3241374,STAT4,adenocarcinoma of liver and intrahepatic biliary tract,A0A291B130
3241375,STAT4,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A291B130
3241376,STAT4,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A291B130
3241377,AURKA,hepatocellular carcinoma,Q5QPD1
3241378,AURKA,liver cancer,Q5QPD1
3241379,AURKA,fibrolamellar hepatocellular carcinoma,Q5QPD1
3241380,AURKA,pediatric hepatocellular carcinoma,Q5QPD1
3241381,AURKA,adenocarcinoma of liver and intrahepatic biliary tract,Q5QPD1
3241382,AURKA,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q5QPD1
3241383,AURKA,squamous cell carcinoma of liver and intrahepatic biliary tract,Q5QPD1
3241384,TALDO1,hepatocellular carcinoma,F2Z393
3241385,TALDO1,liver cancer,F2Z393
3241386,TALDO1,fibrolamellar hepatocellular carcinoma,F2Z393
3241387,TALDO1,pediatric hepatocellular carcinoma,F2Z393
3241388,TALDO1,adenocarcinoma of liver and intrahepatic biliary tract,F2Z393
3241389,TALDO1,undifferentiated carcinoma of liver and intrahepatic biliary tract,F2Z393
3241390,TALDO1,squamous cell carcinoma of liver and intrahepatic biliary tract,F2Z393
3241391,HNF1A,liver cancer,A0A0A0MQU7
3241392,HNF1A,fibrolamellar hepatocellular carcinoma,A0A0A0MQU7
3241393,HNF1A,pediatric hepatocellular carcinoma,A0A0A0MQU7
3241394,HNF1A,adenocarcinoma of liver and intrahepatic biliary tract,A0A0A0MQU7
3241395,HNF1A,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A0A0MQU7
3241396,HNF1A,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A0A0MQU7
3241397,TCF19,hepatocellular carcinoma,H0YFN0
3241398,TCF19,liver cancer,H0YFN0
3241399,TCF19,fibrolamellar hepatocellular carcinoma,H0YFN0
3241400,TCF19,pediatric hepatocellular carcinoma,H0YFN0
3241401,TCF19,adenocarcinoma of liver and intrahepatic biliary tract,H0YFN0
3241402,TCF19,undifferentiated carcinoma of liver and intrahepatic biliary tract,H0YFN0
3241403,TCF19,squamous cell carcinoma of liver and intrahepatic biliary tract,H0YFN0
3241404,PRDX2,hepatocellular carcinoma,A0A024R7F2
3241405,PRDX2,liver cancer,A0A024R7F2
3241406,PRDX2,fibrolamellar hepatocellular carcinoma,A0A024R7F2
3241407,PRDX2,pediatric hepatocellular carcinoma,A0A024R7F2
3241408,PRDX2,adenocarcinoma of liver and intrahepatic biliary tract,A0A024R7F2
3241409,PRDX2,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A024R7F2
3241410,PRDX2,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A024R7F2
3241411,TERT,hepatocellular carcinoma,Q9UNS6
3241412,TERT,liver cancer,Q9UNS6
3241413,TERT,fibrolamellar hepatocellular carcinoma,Q9UNS6
3241414,TERT,pediatric hepatocellular carcinoma,Q9UNS6
3241415,TERT,adenocarcinoma of liver and intrahepatic biliary tract,Q9UNS6
3241416,TERT,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q9UNS6
3241417,TERT,squamous cell carcinoma of liver and intrahepatic biliary tract,Q9UNS6
3241418,TGFA,hepatocellular carcinoma,Q9UE87
3241419,TGFA,liver cancer,Q9UE87
3241420,TGFA,fibrolamellar hepatocellular carcinoma,Q9UE87
3241421,TGFA,pediatric hepatocellular carcinoma,Q9UE87
3241422,TGFA,adenocarcinoma of liver and intrahepatic biliary tract,Q9UE87
3241423,TGFA,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q9UE87
3241424,TGFA,squamous cell carcinoma of liver and intrahepatic biliary tract,Q9UE87
3241425,TGFB1,hepatocellular carcinoma,A0A078BCJ0
3241426,TGFB1,liver cancer,A0A078BCJ0
3241427,TGFB1,fibrolamellar hepatocellular carcinoma,A0A078BCJ0
3241428,TGFB1,pediatric hepatocellular carcinoma,A0A078BCJ0
3241429,TGFB1,adenocarcinoma of liver and intrahepatic biliary tract,A0A078BCJ0
3241430,TGFB1,undifferentiated carcinoma of liver and intrahepatic biliary tract,A0A078BCJ0
3241431,TGFB1,squamous cell carcinoma of liver and intrahepatic biliary tract,A0A078BCJ0
3241432,TGM3,hepatocellular carcinoma,L8E7G4
3241433,TGM3,liver cancer,L8E7G4
3241434,TGM3,fibrolamellar hepatocellular carcinoma,L8E7G4
3241435,TGM3,pediatric hepatocellular carcinoma,L8E7G4
3241436,TGM3,adenocarcinoma of liver and intrahepatic biliary tract,L8E7G4
3241437,TGM3,undifferentiated carcinoma of liver and intrahepatic biliary tract,L8E7G4
3241438,TGM3,squamous cell carcinoma of liver and intrahepatic biliary tract,L8E7G4
3241439,TH,hepatocellular carcinoma,Q7KZ44
3241440,TH,liver cancer,Q7KZ44
3241441,TH,fibrolamellar hepatocellular carcinoma,Q7KZ44
3241442,TH,pediatric hepatocellular carcinoma,Q7KZ44
3241443,TH,adenocarcinoma of liver and intrahepatic biliary tract,Q7KZ44
3241444,TH,undifferentiated carcinoma of liver and intrahepatic biliary tract,Q7KZ44
3241445,TH,squamous cell carcinoma of liver and intrahepatic biliary tract,Q7KZ44
3241446,THY1,hepatocellular carcinoma,E9PIE1
3241447,THY1,liver cancer,E9PIE1
3241448,THY1,fibrolamellar hepatocellular carcinoma,E9PIE1
3241449,THY1,pediatric hepatocellular carcinoma,E9PIE1
3241450,THY1,adenocarcinoma of liver and intrahepatic biliary tract,E9PIE1
3241451,THY1,undifferentiated carcinoma of liver and intrahepatic biliary tract,E9PIE1
3241452,THY1,squamous cell carcinoma of liver and intrahepatic biliary tract,E9PIE1
3241453,TK1,hepatocellular carcinoma,B5BU32
3241454,TK1,liver cancer,B5BU32
3241455,TK1,fibrolamellar hepatocellular carcinoma,B5BU32
3241456,TK1,pediatric hepatocellular carcinoma,B5BU32
3241457,TK1,adenocarcinoma of liver and intrahepatic biliary tract,B5BU32
3241458,TK1,undifferentiated carcinoma of liver and intrahepatic biliary tract,B5BU32
3241459,TK1,squamous cell carcinoma of liver and intrahepatic biliary tract,B5BU32
3241460,TLR4,hepatocellular carcinoma,D2JYI4
3241461,TLR4,liver cancer,D2JYI4
3241462,TLR4,fibrolamellar hepatocellular carcinoma,D2JYI4
3241463,TLR4,pediatric hepatocellular carcinoma,D2JYI4
3241464,TLR4,adenocarcinoma of liver and intrahepatic biliary tract,D2JYI4
3241465,TLR4,undifferentiated carcinoma of liver and intrahepatic biliary tract,D2JYI4
3241466,TLR4,squamous cell carcinoma of liver and intrahepatic biliary tract,D2JYI4
3241467,TNF,hepatocellular carcinoma,B5BUQ6
3241468,TNF,liver cancer,B5BUQ6
3241469,TNF,fibrolamellar hepatocellular carcinoma,B5BUQ6
3241470,TNF,pediatric hepatocellular carcinoma,B5BUQ6
3241471,TNF,adenocarcinoma of liver and intrahepatic biliary tract,B5BUQ6
3241472,TNF,undifferentiated carcinoma of liver and intrahepatic biliary tract,B5BUQ6
3241473,TNF,squamous cell carcinoma of liver and intrahepatic biliary tract,B5BUQ6
3241474,TOP2A,hepatocellular carcinoma,J3QR57
3241475,TOP2A,liver cancer,J3QR57
3241476,TOP2A,fibrolamellar hepatocellular carcinoma,J3QR57
3241477,TOP2A,pediatric hepatocellular carcinoma,J3QR57
3241478,TOP2A,adenocarcinoma of liver and intrahepatic biliary tract,J3QR57
3241479,TOP2A,undifferentiated carcinoma of liver and intrahepatic biliary tract,J3QR57
3241480,TOP2A,squamous cell carcinoma of liver and intrahepatic biliary tract,J3QR57
3241481,TP53,hepatocellular carcinoma,A0A346XLQ1
3241482,TP53,liver cancer,A0A346XLQ1
3241483,TP53,fibrolamellar hepatocellular carcinoma,A0A346XLQ1
